id,price_doc
30474,8809392.40439
30475,9714564.9991
30476,8593584.8478
30477,8593584.8478
30478,8314272.87877
30479,8809392.40439
30480,8314272.87877
30481,8314272.87877
30482,8809392.40439
30483,7474598.31815
30484,9036863.49024
30485,8314272.87877
30486,8593584.8478
30487,8593584.8478
30488,8935156.89549
30489,10158031.3233
30490,16190300.6053
30491,18934415.3316
30492,8887165.90952
30493,10779901.1691
30494,8314272.87877
30495,10026102.4365
30496,11203762.5891
30497,10477902.8092
30498,8792840.58278
30499,8792840.58278
30500,10380195.2084
30501,8314272.87877
30502,8593584.8478
30503,8809392.40439
30504,8809392.40439
30505,10380195.2084
30506,7474598.31815
30507,8314272.87877
30508,8314272.87877
30509,9036863.49024
30510,9036863.49024
30511,8593584.8478
30512,8593584.8478
30513,8314272.87877
30514,7996190.03427
30515,9036863.49024
30516,8314272.87877
30517,8935156.89549
30518,9093366.66667
30519,8809392.40439
30520,8593584.8478
30521,8593584.8478
30522,9446884.16464
30523,8809392.40439
30524,10380195.2084
30525,10380195.2084
30526,8314272.87877
30527,8314272.87877
30528,8593584.8478
30529,8809392.40439
30530,8593584.8478
30531,10380195.2084
30532,8314272.87877
30533,10026102.4365
30534,8593584.8478
30535,9036863.49024
30536,8593584.8478
30537,10380195.2084
30538,8809392.40439
30539,17958517.5966
30540,9036863.49024
30541,8887165.90952
30542,7802357.65096
30543,8792840.58278
30544,8809392.40439
30545,10496782.8885
30546,8593584.8478
30547,9446884.16464
30548,8593584.8478
30549,7996190.03427
30550,10146499.5617
30551,8314272.87877
30552,7474598.31815
30553,10496782.8885
30554,10173937.251
30555,8314272.87877
30556,8809392.40439
30557,9036863.49024
30558,10026102.4365
30559,9036863.49024
30560,8887165.90952
30561,8301614.26193
30562,10380195.2084
30563,10284333.0299
30564,8593584.8478
30565,10468567.7409
30566,10380195.2084
30567,7474598.31815
30568,10496782.8885
30569,8809392.40439
30570,8593584.8478
30571,8809392.40439
30572,8314272.87877
30573,9036863.49024
30574,8593584.8478
30575,10380195.2084
30576,8593584.8478
30577,8051274.46683
30578,7474598.31815
30579,8301614.26193
30580,8593584.8478
30581,8809392.40439
30582,10026102.4365
30583,8314272.87877
30584,10066299.3343
30585,8301614.26193
30586,8935156.89549
30587,8887165.90952
30588,10146499.5617
30589,10026102.4365
30590,10496782.8885
30591,8593584.8478
30592,8593584.8478
30593,12457632.6239
30594,14238173.2285
30595,8809392.40439
30596,17771699.6298
30597,9036863.49024
30598,9036863.49024
30599,10477902.8092
30600,10380195.2084
30601,10146499.5617
30602,7474598.31815
30603,10477902.8092
30604,8314272.87877
30605,9036863.49024
30606,21165320.1078
30607,10146499.5617
30608,10468567.7409
30609,10158031.3233
30610,8593584.8478
30611,8314272.87877
30612,8593584.8478
30613,8935156.89549
30614,16190300.6053
30615,8593584.8478
30616,8314272.87877
30617,8935156.89549
30618,8935156.89549
30619,10284333.0299
30620,7474598.31815
30621,8887165.90952
30622,10496782.8885
30623,8887165.90952
30624,9714564.9991
30625,8887165.90952
30626,10066299.3343
30627,10026102.4365
30628,9036863.49024
30629,8887165.90952
30630,10284333.0299
30631,8314272.87877
30632,8314272.87877
30633,8792840.58278
30634,10146499.5617
30635,9036863.49024
30636,8809392.40439
30637,9036863.49024
30638,8314272.87877
30639,10284333.0299
30640,8314272.87877
30641,10380195.2084
30642,8935156.89549
30643,8935156.89549
30644,9036863.49024
30645,8809392.40439
30646,8887165.90952
30647,8314272.87877
30648,20706026.7026
30649,7474598.31815
30650,8314272.87877
30651,7474598.31815
30652,8593584.8478
30653,7996190.03427
30654,8935156.89549
30655,10779901.1691
30656,8593584.8478
30657,9974873.34478
30658,10026102.4365
30659,8314272.87877
30660,10026102.4365
30661,8935156.89549
30662,10026102.4365
30663,17303401.15
30664,10779901.1691
30665,10158031.3233
30666,7474598.31815
30667,8593584.8478
30668,9446884.16464
30669,8593584.8478
30670,7996190.03427
30671,8935156.89549
30672,10779901.1691
30673,10146499.5617
30674,10380195.2084
30675,7474598.31815
30676,8314272.87877
30677,8792840.58278
30678,20021076.8343
30679,8935156.89549
30680,8314272.87877
30681,8887165.90952
30682,8935156.89549
30683,9036863.49024
30684,10380195.2084
30685,8935156.89549
30686,9036863.49024
30687,8314272.87877
30688,7996190.03427
30689,16633577.8239
30690,20706026.7026
30691,8593584.8478
30692,8887165.90952
30693,10173937.251
30694,10284333.0299
30695,8593584.8478
30696,8792840.58278
30697,17122260.9749
30698,9036863.49024
30699,9974873.34478
30700,8314272.87877
30701,9036863.49024
30702,8809392.40439
30703,8935156.89549
30704,10026102.4365
30705,10146499.5617
30706,18390572.1066
30707,8593584.8478
30708,10779901.1691
30709,9036863.49024
30710,8301614.26193
30711,8935156.89549
30712,8314272.87877
30713,10496782.8885
30714,9036863.49024
30715,8314272.87877
30716,9036863.49024
30717,8314272.87877
30718,10251127.4763
30719,10477902.8092
30720,8935156.89549
30721,12457632.6239
30722,10158031.3233
30723,9446884.16464
30724,10284333.0299
30725,8809392.40439
30726,10251127.4763
30727,9036863.49024
30728,10146499.5617
30729,7996190.03427
30730,8593584.8478
30731,8314272.87877
30732,8314272.87877
30733,10251127.4763
30734,9036863.49024
30735,8314272.87877
30736,10380195.2084
30737,8809392.40439
30738,8314272.87877
30739,7996190.03427
30740,8314272.87877
30741,10026102.4365
30742,8314272.87877
30743,8314272.87877
30744,10146499.5617
30745,8314272.87877
30746,8314272.87877
30747,17665377.694
30748,18019938.3027
30749,8593584.8478
30750,8809392.40439
30751,8314272.87877
30752,7996190.03427
30753,10026102.4365
30754,10146499.5617
30755,8935156.89549
30756,14238173.2285
30757,8935156.89549
30758,10779901.1691
30759,8809392.40439
30760,8935156.89549
30761,10496782.8885
30762,9714564.9991
30763,10026102.4365
30764,10146499.5617
30765,8314272.87877
30766,8314272.87877
30767,10146499.5617
30768,8935156.89549
30769,8593584.8478
30770,10158031.3233
30771,8593584.8478
30772,10026102.4365
30773,10468567.7409
30774,8314272.87877
30775,10026102.4365
30776,8314272.87877
30777,10146499.5617
30778,10026102.4365
30779,8593584.8478
30780,8887165.90952
30781,9036863.49024
30782,8314272.87877
30783,8593584.8478
30784,8935156.89549
30785,8314272.87877
30786,8314272.87877
30787,8314272.87877
30788,8314272.87877
30789,8887165.90952
30790,8809392.40439
30791,10026102.4365
30792,9036863.49024
30793,10026102.4365
30794,10465824.8527
30795,10496782.8885
30796,10496782.8885
30797,10284333.0299
30798,8593584.8478
30799,10251127.4763
30800,14238173.2285
30801,8314272.87877
30802,14238173.2285
30803,8301614.26193
30804,8593584.8478
30805,10251127.4763
30806,9036863.49024
30807,8314272.87877
30808,10026102.4365
30809,8935156.89549
30810,10026102.4365
