id,price_doc
30474,6294936.70004
30475,8817876.90991
30476,6822593.21578
30477,7465191.16829
30478,4608309.75877
30479,7447408.47768
30480,6187114.50986
30481,3195803.38302
30482,5711120.18568
30483,4744679.3713
30484,5592339.79678
30485,4215433.52526
30486,4006128.849
30487,3546808.91492
30488,5895125.58606
30489,6386074.2288
30490,12804287.2802
30491,13625084.5165
30492,6055120.65227
30493,11540507.8185
30494,6105711.52234
30495,12805287.1661
30496,10208697.5428
30497,9715906.4637
30498,3664734.82798
30499,10500965.2788
30500,8213160.26356
30501,6935986.51585
30502,3060140.67262
30503,7493971.94164
30504,5482563.54985
30505,12493504.0925
30506,5302416.46923
30507,4068084.24865
30508,8617008.66187
30509,5838082.75626
30510,8833039.051
30511,7953706.63656
30512,6562842.30506
30513,6867655.01678
30514,3978202.14148
30515,8601661.08775
30516,8336638.04663
30517,10600313.9549
30518,6003424.42267
30519,4433795.99192
30520,6209034.39069
30521,6955010.47904
30522,6593692.978
30523,9144183.69858
30524,7778022.00493
30525,13542702.3205
30526,3309963.80682
30527,6420780.1946
30528,8657897.14815
30529,8359642.31821
30530,6513833.71392
30531,14752445.7019
30532,4556692.33324
30533,10905832.5333
30534,6680523.22176
30535,8985556.63572
30536,6826875.76691
30537,12072933.8915
30538,5226361.8412
30539,12505438.3826
30540,9883752.57115
30541,9926745.79478
30542,3240051.46602
30543,5552397.71299
30544,9645324.8236
30545,10085943.7823
30546,3418414.42873
30547,7596913.4471
30548,4442137.02809
30549,5108372.0588
30550,11055644.1847
30551,4761178.6835
30552,2952657.75461
30553,9866369.9259
30554,11751105.5206
30555,8841156.33914
30556,7350095.08034
30557,10493067.2099
30558,10563326.6147
30559,6366926.90876
30560,6372142.43077
30561,8310674.28589
30562,10282549.7296
30563,9299251.46617
30564,8332274.36794
30565,9094111.49956
30566,9183383.88818
30567,3118501.29885
30568,12373654.4839
30569,10384930.4418
30570,7146267.01337
30571,5020650.22302
30572,4311183.83335
30573,7412782.3197
30574,8811130.90635
30575,6135256.27764
30576,5556058.12043
30577,5381607.37069
30578,5910203.89884
30579,8562608.60864
30580,4612761.45317
30581,5097941.76085
30582,11313444.5273
30583,6675080.71564
30584,4419842.14836
30585,2920322.67522
30586,9836511.74763
30587,7631891.38361
30588,6954474.21612
30589,8239070.2546
30590,12577691.8477
30591,6084063.31027
30592,6421023.04344
30593,9836621.49883
30594,12195663.036
30595,6739457.38659
30596,10380226.1546
30597,7336307.68679
30598,9341391.87388
30599,11360495.2429
30600,12213171.1285
30601,7407862.90345
30602,3218393.01005
30603,12578137.3054
30604,3662389.01609
30605,6138258.66336
30606,16520318.1151
30607,7980846.50958
30608,9041404.69871
30609,6206559.10639
30610,3132783.88309
30611,7786286.86422
30612,7606381.84364
30613,10456696.1086
30614,14347191.8694
30615,8711495.41376
30616,8335960.51462
30617,8973273.26881
30618,4627220.06251
30619,8494894.23301
30620,5925206.74482
30621,9198689.20438
30622,11813470.9242
30623,6941821.15303
30624,6737364.12758
30625,6258664.7214
30626,9232176.88883
30627,9154935.95542
30628,6716662.75718
30629,6080355.02402
30630,8189539.83488
30631,5801505.30042
30632,2221902.5436
30633,7301105.60405
30634,11432642.345
30635,9684248.45112
30636,7378814.22455
30637,8482559.95468
30638,6137205.43125
30639,7074643.81146
30640,3747716.07563
30641,11250536.7905
30642,4944031.0516
30643,9934169.50285
30644,9324492.11904
30645,9318444.02797
30646,4058149.09796
30647,4273104.18664
30648,17651047.3888
30649,5838571.84854
30650,3665541.8235
30651,5320021.60433
30652,4136454.1636
30653,6465362.78717
30654,5262136.26973
30655,10606619.0192
30656,4501350.50341
30657,7108701.3821
30658,6250346.06043
30659,3281008.42803
30660,9873721.57726
30661,5329032.59915
30662,7127820.04855
30663,14170600.1648
30664,11224872.9758
30665,7668236.72229
30666,4546799.66315
30667,2917704.93802
30668,7617070.45625
30669,4685897.24792
30670,2138168.08145
