id,price_doc
30474,5919037.15873
30475,9090671.29699
30476,5328430.22592
30477,6377700.87052
30478,5377258.90808
30479,9682939.45624
30480,4608066.37
30481,4509257.21608
30482,5130491.16395
30483,5299000.9657
30484,6871594.78461
30485,5355899.72864
30486,4093589.11017
30487,4198666.1439
30488,6266553.16133
30489,6302437.57401
30490,25156428.832
30491,16447350.0616
30492,6273944.75954
30493,14297946.616
30494,7176832.35917
30495,11934351.6474
30496,9195565.25217
30497,9574655.22606
30498,4626902.93155
30499,8509312.95768
30500,12181013.2533
30501,7661980.28224
30502,3337425.69187
30503,7078233.06975
30504,5974572.62013
30505,10931474.6111
30506,3556778.07657
30507,5037562.16035
30508,5685546.76733
30509,7293467.61893
30510,9788401.8652
30511,6426529.70901
30512,5965251.57875
30513,4413122.09249
30514,3563929.60485
30515,10052688.0161
30516,6102170.72027
30517,11849816.252
30518,10190877.1502
30519,5240032.94334
30520,7346728.5959
30521,4932997.7138
30522,8062899.43058
30523,7394148.94056
30524,11252330.0866
30525,9770487.17229
30526,5172560.41659
30527,5264213.95748
30528,7216130.64383
30529,7112903.26
30530,6821185.91426
30531,15674713.0165
30532,5054636.32446
30533,11604473.5741
30534,7264624.56382
30535,10003098.4522
30536,5897917.34049
30537,12026109.9656
30538,5448126.30456
30539,8820721.36044
30540,10063312.1798
30541,4295659.63645
30542,2275273.87246
30543,6526090.09986
30544,7159460.20311
30545,10144482.941
30546,4704001.07632
30547,10147949.9915
30548,4741342.68226
30549,5605021.94364
30550,12398504.6151
30551,5578967.62084
30552,1781649.84925
30553,8196184.131
30554,11103370.8447
30555,6714615.62699
30556,9656963.78862
30557,8186654.72883
30558,9597338.79419
30559,7192560.89186
30560,7556460.36422
30561,7381287.20207
30562,13279983.1876
30563,5411833.41762
30564,8269686.22584
30565,7191897.00562
30566,7251762.18869
30567,2033343.48599
30568,11086584.7239
30569,11054390.6944
30570,7670233.02169
30571,8280613.82587
30572,5366436.43323
30573,7176204.70441
30574,6626295.09807
30575,8616896.5562
30576,4988346.13291
30577,4560179.86957
30578,3592088.70888
30579,7609021.80638
30580,4185463.52377
30581,5992283.49549
30582,13905328.123
30583,7300355.95429
30584,4860331.55979
30585,2931202.66014
30586,9267200.74129
30587,6492406.47641
30588,8386343.96289
30589,8407692.6383
30590,12141807.831
30591,5834957.32886
30592,6536984.15801
30593,8097767.84689
30594,6373851.09176
30595,5843286.76237
30596,7289116.68985
30597,7110465.3839
30598,10084954.0303
30599,11465930.0751
30600,4957188.63504
30601,6970570.34744
30602,1814741.16634
30603,12697514.9212
30604,4952702.86059
30605,7343017.61889
30606,22420800.6237
30607,7012085.56864
30608,9206061.94138
30609,6462909.00468
30610,3253761.42927
30611,5849070.41921
30612,7700178.47976
30613,9159740.52587
30614,18194873.1295
30615,8222203.61888
30616,6018769.87881
30617,9776006.42281
30618,5327114.50475
30619,4626603.90919
30620,2550911.1238
30621,9916530.76034
30622,10280359.9957
30623,6423809.95424
30624,6983788.97451
30625,8511047.61505
30626,7281379.69453
30627,7325375.99229
30628,7048216.59515
30629,5621608.07475
30630,4698346.7272
30631,6531030.51222
30632,4510811.58072
30633,6635448.42866
30634,12061720.894
30635,10115716.1914
30636,5657135.21616
30637,9988911.66489
30638,6862825.13783
30639,8387459.20022
30640,4909081.56001
30641,9033862.51735
30642,7348621.17444
30643,8397411.97751
30644,10079857.8864
30645,7616309.74814
30646,5647933.08448
30647,5322388.69723
30648,25804936.7169
30649,2411123.08568
30650,5334238.16512
30651,4173065.93093
30652,4756102.76999
30653,7754491.28235
30654,4955515.22008
30655,14163337.9855
30656,3991694.27484
30657,6606056.67872
30658,10773307.7412
30659,5039255.72397
30660,8751335.62201
30661,7227062.26151
30662,8884376.69971
30663,17559769.6607
30664,14926001.5739
