id,price_doc
30474,6039291.00218
30475,8372718.75009
30476,5832280.89508
30477,6278235.28937
30478,5329458.8649
30479,8311157.36143
30480,4752641.54062
30481,4455871.69325
30482,5128057.60619
30483,4557518.49619
30484,6074247.34324
30485,5567184.24574
30486,4137764.6376
30487,4398409.55872
30488,6602495.89567
30489,6629310.83108
30490,21358528.9328
30491,19586370.9011
30492,6582385.99011
30493,14302124.2163
30494,7292389.85705
30495,11481018.4411
30496,9831605.71635
30497,9162252.5524
30498,4758939.20879
30499,9210012.87455
30500,10665216.9425
30501,7048727.26721
30502,3647304.72188
30503,7254516.76455
30504,6236305.12839
30505,11662116.9072
30506,4296261.03162
30507,5093403.56733
30508,5946922.60661
30509,8057390.46625
30510,9311679.81487
30511,6641142.29853
30512,7113974.06721
30513,4766152.04126
30514,4013543.92032
30515,9458560.74339
30516,6660699.34942
30517,10334571.18
30518,7701227.26694
30519,4722819.60952
30520,6636191.70172
30521,6290250.73442
30522,8161475.29328
30523,6626096.0183
30524,9969441.88759
30525,11323029.6045
30526,5099999.16654
30527,5685032.50933
30528,6780227.27687
30529,7240585.83736
30530,6505736.67174
30531,13223979.9834
30532,5003305.74669
30533,10335615.1599
30534,7392748.20329
30535,9606265.91279
30536,6089066.88191
30537,11751041.1555
30538,5504539.73416
30539,13266299.4022
30540,9631807.29191
30541,7402538.41817
30542,2632634.50056
30543,5901506.59644
30544,8067443.77519
30545,8791871.12924
30546,4485680.41684
30547,9157151.8458
30548,4605277.34477
30549,5374661.36378
30550,11513000.8975
30551,5375595.08353
30552,2163880.79583
30553,7486602.25664
30554,11592171.1924
30555,6822943.74422
30556,8185759.28459
30557,8373470.75664
30558,10263054.2929
30559,6665455.30261
30560,6418807.43028
30561,7193980.65575
30562,11941131.2785
30563,5238199.06146
30564,7340030.89361
30565,7978565.94134
30566,7479501.58625
30567,2364744.63467
30568,10670370.7523
30569,9289901.09212
30570,6729491.90876
30571,6418045.81024
30572,5281123.99681
30573,6417941.48808
30574,6499288.87572
30575,7443733.90438
30576,4975561.52318
30577,4937643.53658
30578,4028371.16573
30579,7246272.59253
30580,5012761.96692
30581,5254230.86755
30582,11740397.2594
30583,7227528.04214
30584,5122446.56104
30585,2839231.47456
30586,9344929.48731
30587,6342180.68953
30588,8199351.79874
30589,7783226.10376
30590,13118469.5612
30591,5706891.13078
30592,6703613.4309
30593,9573684.97315
30594,10307557.7993
30595,6323346.50236
30596,8107589.23435
30597,6417941.48808
30598,9669590.89837
30599,12295926.3063
30600,6044132.34738
30601,6685437.46435
30602,2188394.22991
30603,12373699.2468
30604,4978201.26268
30605,6683546.63631
30606,22537941.8554
30607,7814114.73477
30608,8272284.62993
30609,6629310.83108
30610,3597399.79133
30611,5946922.60661
30612,7886680.73824
30613,7804502.71088
30614,16483337.1566
30615,7675023.35979
30616,6052291.30649
30617,9993403.47269
30618,5042806.05093
30619,4574136.54372
30620,3410981.37114
30621,8922071.94911
30622,8508534.48555
30623,6638027.10215
30624,7042752.32751
30625,8452748.78785
30626,7345969.63924
30627,8001595.79463
30628,6392400.10896
30629,5473005.66493
30630,4793074.92302
30631,6402488.28923
30632,4135509.96286
30633,6118291.66595
30634,11805760.2221
30635,9631807.29191
30636,5872285.66591
30637,9565968.95963
30638,6608626.89958
30639,8008335.74317
30640,4901906.21793
30641,8466860.95001
30642,6141224.76524
30643,8645654.74451
30644,9669590.89837
30645,7774274.77297
30646,5596676.47956
30647,4912518.10152
30648,21367905.7376
30649,3162946.2666
30650,5404189.89967
30651,4275355.57634
30652,4749665.65774
30653,7695403.63664
30654,4858420.50142
30655,12132185.9953
30656,4198195.5123
30657,6371950.99574
30658,8958245.40437
30659,5007717.80861
30660,8451531.13099
30661,6312363.74684
30662,8652250.57187
30663,15104135.3459
30664,12761764.8843
30665,6464630.68238
30666,3058121.57965
30667,4406375.39535
30668,8684159.15123
30669,4998738.55303
30670,3135348.05577
30671,8707367.79998
30672,13401071.3303
30673,10595043.3064
30674,12571542.6711
30675,2574417.9622
30676,7499267.31054
30677,4923014.06537
30678,18737801.5267
30679,6380565.8423
30680,6106325.40134
30681,3030629.911
30682,7792456.53279
30683,9674152.11709
30684,5871757.49275
30685,8277861.19144
30686,9583062.64631
30687,5373305.09499
30688,5039666.3754
30689,12314641.9781
30690,22881775.0732
30691,4890584.71341
30692,6932207.05564
30693,10014987.7915
30694,5957176.4725
30695,6479048.67696
30696,7066593.71494
30697,12230640.3473
30698,8265518.35795
30699,5856018.3591
30700,5157371.77228
30701,9611374.36001
30702,6637306.97896
30703,3889403.93741
30704,10619744.014
30705,8655440.23757
30706,20035199.991
30707,4691391.17016
30708,13178623.91
30709,5492451.33282
30710,7200589.89725
30711,4950797.32833
30712,4303125.84915
30713,6401115.40183
30714,7473098.69967
30715,4416935.88473
30716,9674152.11709
30717,6850072.63248
30718,12027341.7127
30719,14258179.3053
30720,7464558.36446
30721,5668637.87166
30722,7355495.72911
30723,6482038.75882
30724,12218257.9863
30725,6653393.89202
30726,11853016.488
30727,9452247.67024
30728,11472824.7936
30729,4285060.30423
30730,6442323.94521
30731,6975229.56511
30732,5352983.05552
30733,10775598.4396
30734,6306216.56995
30735,6065872.06641
30736,6840613.84508
30737,7542550.38602
30738,6056468.95278
30739,4983287.87396
30740,7095808.84981
30741,11343534.7296
30742,4680291.7508
30743,5389563.48577
30744,10271464.1093
30745,7563863.83344
30746,6195928.82544
30747,15426901.9114
30748,15645980.2918
30749,5660616.68486
30750,6464717.5546
30751,4360364.33039
30752,7478035.3248
30753,9196396.55148
30754,6111182.64426
30755,5654753.3866
30756,8786865.76188
30757,6027963.67624
30758,9910509.98405
30759,6945222.65471
30760,4916036.03758
30761,9779498.07244
30762,7136776.34935
30763,10808627.7649
30764,6402123.44716
30765,5655653.68276
30766,3684188.18153
30767,10273038.895
30768,4740785.69931
30769,7647322.37556
30770,6464630.68238
30771,3205194.49939
30772,8465821.25207
30773,8623351.54533
30774,6066309.80454
30775,10598097.8095
30776,6245505.04032
30777,6596635.67184
30778,9180159.43102
30779,6600361.99145
30780,7591313.33479
30781,6140335.2676
30782,5641839.79828
30783,6026630.06263
30784,3662953.30931
30785,5996338.61124
30786,4602566.80303
30787,6916505.02934
30788,5993613.9656
30789,8059816.64399
30790,6997173.76873
30791,9552809.03376
30792,6518316.91049
30793,11447784.51
30794,13517000.7765
30795,10972647.7525
30796,12599708.2003
